,cat,word/character,pronunciation,definition,code,alt,full_pronunciation
4229,1788,锐,ruì,"尖锐 jiānruì sharp pointed, acute",s,,ruì
4230,1788,銳,ruì,"尖銳 jiānruì sharp pointed, acute",t,,ruì
4231,1789,喇,lǎ,喇叭 lǎba musical wind instrument,s,,lǎ
4232,1789,喇,lǎ,喇叭 lǎba musical wind instrument,t,,lǎ
4233,1789,咋喇,lá," zhālá harangue, shoot off the mouth",s,,zhālá
4234,1789,咋喇,lá,"咋喇 zhālá harangue, shoot off the mouth",t,,zhālá
4235,1790,乾,qián,heaven,s,,qián
4236,1790,乾,qián,heaven,t,,qián
4237,1790,乾坤,qián," qiánkūn heaven and earth, the universe",s,,qiánkūn
4238,1790,乾坤,qián,"乾坤 qiánkūn heaven and earth, the universe",t,,qiánkūn
4239,1790,乾,gān,"dry, hollow",t,,gān
4240,1791,霍,huò,suddenly,s,,huò
4241,1791,霍,huò,suddenly,t,,huò
4242,1792,湿,shī,moist,s,,shī
4243,1792,濕,shī,moist,t,,shī
4244,1793,睁,zhēng,open the eyes,s,,zhēng
4245,1793,睜,zhēng,open the eyes,t,,zhēng
4246,1794,仔,zǐ,仔细 zǐxì careful,s,,zǐ
4247,1794,仔,zǐ,仔細 zǐxì careful,t,,zǐ
4248,1794,仔,zǎi,young animal,s,,zǎi
4249,1794,仔,zǎi,young animal,t,,zǎi
4250,1795,吵,chǎo,make noise,s,,chǎo
4251,1795,吵,chǎo,make noise,t,,chǎo
4252,1796,悠,yōu,"long, drawn-out, leisurely",s,,yōu
4253,1796,悠,yōu,"long, drawn-out, leisurely",t,,yōu
4254,1797,沟,gōu,"gulley, trench",s,,gōu
4255,1797,溝,gōu,"gulley, trench",t,,gōu
4256,1798,墨,mò,"ink stick, (Equivalent:  墨水 mòshuǐ) ink",s,,mò
4257,1798,墨,mò,"ink stick, (Equivalent:  墨水 mòshuǐ) ink",t,,mò
4258,1799,串,chuàn,"string together, bunch, cluster",s,,chuàn
4259,1799,串,chuàn,"string together, bunch, cluster",t,,chuàn
4260,1800,俱,jù,all,s,,jù
4261,1800,俱,jù,all,t,,jù
4262,1800,俱,jū,together,s,,jū
4263,1800,俱,jū,together,t,,jū
4264,1801,陶,táo,pottery,s,,táo
4265,1801,陶,táo,pottery,t,,táo
4266,1801,陶瓷,táo, táocí ceramics,s,,táocí
4267,1801,陶瓷,táo,陶瓷 táocí ceramics,t,,táocí
4268,1802,贡,gòng,贡献 gòngxiàn contribute,s,,gòng
4269,1802,貢,gòng,貢獻 gòngxiàn contribute,t,,gòng
4270,1803,浑,hún,"浑身 húnshēn from head to foot, all over",s,,hún
4271,1803,渾,hún,"渾身 húnshēn from head to foot, all over",t,,hún
4272,1804,赢,yíng,win,s,,yíng
4273,1804,贏,yíng,win,t,,yíng
4274,1805,屁,pì,"flatulence, fart, nonsence, rubbish, (Equivalent:  屁股 pìgu) buttocks",s,,pì
4275,1805,屁,pì,"flatulence, fart, nonsence, rubbish, (Equivalent:  屁股 pìgu) buttocks",t,,pì
4276,1806,驰,chí,"gallop, speed, spread",s,,chí
4277,1806,馳,chí,"gallop, speed, spread",t,,chí
4278,1807,棒,bàng,"stick, bat, excellent",s,,bàng
4279,1807,棒,bàng,"stick, bat, excellent",t,,bàng
4280,1808,匹,pǐ,"<classifier for horses, mules, bolts of cloth, etc.>",s,,pǐ
4281,1808,匹,pǐ,"<classifier for horses, mules, bolts of cloth, etc.>",t,,pǐ
4282,1809,拼,pīn,(拼凑 pīncòu) piece together,s,,pīn
4283,1809,拼,pīn,(拼湊 pīncòu) piece together,t,,pīn
4284,1810,恒,héng,permanent,s,,héng
4285,1810,恆,héng,permanent,t,,héng
4286,1811,邪,xié,"evil, <interrogative sentence final particle>",s,,xié
4287,1811,邪,xié,"evil, <interrogative sentence final particle>",t,,xié
4288,1811,邪,yé,(Equivalent:  耶 yé) <interrogative particle>,s,,yé
4289,1811,邪,yé,(Equivalent:  耶 yé) <interrogative particle>,t,,yé
4290,1812,脆,cuì,"brittle, crisp",s,,cuì
4291,1812,脆,cuì,"brittle, crisp",t,,cuì
4292,1813,糟,zāo,rotten,s,,zāo
4293,1813,糟,zāo,rotten,t,,zāo
4294,1814,扮,bàn,"dress up as, disguise as",s,,bàn
4295,1814,扮,bàn,"dress up as, disguise as",t,,bàn
4296,1815,贤,xián,贤惠 xiánhuì virtuous and dutiful (woman),s,,xián
4297,1815,賢,xián,賢惠 xiánhuì virtuous and dutiful (woman),t,,xián
4298,1816,饰,shì,"decoration, dress up, impersonate",s,,shì
4299,1816,飾,shì,"decoration, dress up, impersonate",t,,shì
4300,1817,偿,cháng,"repay, (Equivalent:  赔偿 péicháng) compensate, pay for",s,,cháng
4301,1817,償,cháng,"repay, (Equivalent:  賠償 péicháng) compensate, pay for",t,,cháng
4302,1818,拆,chāi,"take apart, dismantle",s,,chāi
4303,1818,拆,chāi,"take apart, dismantle",t,,chāi
4304,1818,拆,cā,〈collquial〉 excrete,s,,cā
4305,1818,拆,cā,〈collquial〉 excrete,t,,cā
4306,1819,缠,chán,"to wind, tie up, tangle, bother",s,,chán
4307,1819,纏,chán,"to wind, tie up, tangle, bother",t,,chán
4308,1820,摄,shè,"absorb, photograph",s,,shè
4309,1820,攝,shè,"absorb, photograph",t,,shè
4310,1821,拟,nǐ,(Equivalent:  拟定 nǐdìng) draft,s,,nǐ
4311,1821,擬,nǐ,(Equivalent:  擬定 nǐdìng) draft,t,,nǐ
4312,1822,滋,zī,滋味 zīwèi flavor,s,,zī
4313,1822,滋,zī,滋味 zīwèi flavor,t,,zī
4314,1823,嘿,hēi,hey,s,,hēi
4315,1823,嘿,hēi,hey,t,,hēi
4316,1824,旨,zhǐ,意旨 yìzhǐ intention,s,,zhǐ
4317,1824,旨,zhǐ,意旨 yìzhǐ intention,t,,zhǐ
4318,1825,闯,chuǎng,"rush, charge",s,,chuǎng
4319,1825,闖,chuǎng,"rush, charge",t,,chuǎng
4320,1826,贺,hè,祝贺 zhùhè congratulate,s,,hè
4321,1826,賀,hè,祝賀 zhùhè congratulate,t,,hè
4322,1827,翠,cuì,emerald green,s,,cuì
4323,1827,翠,cuì,emerald green,t,,cuì
4324,1828,缝,féng,sew,s,,féng
4325,1828,縫,féng,sew,t,,féng
4326,1828,缝,fèng,"seam, crack",s,,fèng
4327,1828,縫,fèng,"seam, crack",t,,fèng
4328,1829,饱,bǎo,full (after meal),s,,bǎo
4329,1829,飽,bǎo,full (after meal),t,,bǎo
4330,1830,劫,jié,"rob, disaster",s,,jié
4331,1830,劫,jié,"rob, disaster",t,,jié
4332,1831,抚,fǔ,"pat, soothe, foster",s,,fǔ
4333,1831,撫,fǔ,"pat, soothe, foster",t,,fǔ
4334,1832,挖,wā,"dig, excavate",s,,wā
4335,1832,挖,wā,"dig, excavate",t,,wā
4336,1833,册,cè,book,s,,cè
4337,1833,冊,cè,book,t,,cè
4338,1834,叛,pàn,叛徒 pàntú traitor,s,,pàn
4339,1834,叛,pàn,叛徒 pàntú traitor,t,,pàn
4340,1835,肖,xiào,肖像 xiàoxiàng portrait,s,,xiào
4341,1835,肖,xiào,肖像 xiàoxiàng portrait,t,,xiào
4342,1835,肖,Xiāo,<family name>,s,,Xiāo
4343,1835,肖,Xiāo,<family name>,t,,Xiāo
4344,1836,熙,xī,"splendid, (Equivalent:  缉熙 jīxī) bright, brilliand",s,,xī
4345,1836,熙,xī,"splendid, (Equivalent:  緝熙 jīxī) bright, brilliand",t,,xī
4346,1836,缉熙,xī,缉熙 jīxī bright,s,,jīxī
4347,1836,緝熙,xī,緝熙 jīxī bright,t,,jīxī
4348,1837,炼,liàn,"smelt, refine, temper metal",s,,liàn
4349,1837,煉,liàn,"smelt, refine, temper metal",t,,liàn
4350,1837,锻炼,liàn, duànliàn exercise,s,,duànliàn
4351,1837,鍛煉,liàn, duànliàn exercise,t,,duànliàn
4352,1838,宪,xiàn,宪法 xiànfǎ constitution,s,,xiàn
4353,1838,憲,xiàn,憲法 xiànfǎ constitution,t,,xiàn
4354,1839,庙,miào,temple,s,,miào
4355,1839,廟,miào,temple,t,,miào
4356,1840,碧,bì,"green jade, bluish green",s,,bì
4357,1840,碧,bì,"green jade, bluish green",t,,bì
4358,1841,盒,hé,(Equivalent:  盒子 hézi) box,s,,hé
4359,1841,盒,hé,(Equivalent:  盒子 hézi) box,t,,hé
4360,1842,谊,yì,友谊 yǒuyì friendship,s,,yì
4361,1842,誼,yì,友誼 yǒuyì friendship,t,,yì
4362,1843,储,chǔ,储量 chǔliàng reserves,s,,chǔ
4363,1843,儲,chǔ,儲量 chǔliàng reserves,t,,chǔ
4364,1844,冯,píng,swift-running horse,s,,píng
4365,1844,馮,píng,swift-running horse,t,,píng
4366,1844,冯,Féng,<family name>,s,,Féng
4367,1844,馮,Féng,<family name>,t,,Féng
4368,1845,唤,huàn,(Equivalent:  叫唤 jiàohuan) call out,s,,huàn
4369,1845,喚,huàn,(Equivalent:  叫喚 jiàohuan) call out,t,,huàn
4370,1846,贪,tān,corrupt,s,,tān
4371,1846,貪,tān,corrupt,t,,tān
4372,1847,卧,wò,lie down,s,,wò
4373,1847,臥,wò,lie down,t,,wò
4374,1848,翼,yì,wing,s,,yì
4375,1848,翼,yì,wing,t,,yì
4376,1849,扰,rǎo,"harass, bother, trouble",s,,rǎo
4377,1849,擾,rǎo,"harass, bother, trouble",t,,rǎo
4378,1850,胁,xié,"upper part of side of person's body, coerce",s,,xié
4379,1850,脅,xié,"upper part of side of person's body, coerce",t,,xié
4380,1851,跪,guì,kneel,s,,guì
4381,1851,跪,guì,kneel,t,,guì
4382,1852,碑,bēi,"upright stone tablet (monument, etc)",s,,bēi
4383,1852,碑,bēi,"upright stone tablet (monument, etc)",t,,bēi
4384,1853,呵,hē,"breathe out (mouth open), scold",s,,hē
4385,1853,呵,hē,"breathe out (mouth open), scold",t,,hē
4386,1854,甜,tián,sweet,s,,tián
4387,1854,甜,tián,sweet,t,,tián
4388,1855,灑,sǎ,sprinkle,t,,sǎ
4389,1855,洒,sǎ,(Traditional: 洒) sprinkle,s,,sǎ
4390,1855,灑,xiǎn,灑然 xiǎnrán alarmed,t,,xiǎn
4391,1856,谱,pǔ,"table, chart, manual, music score, (Equivalent:  谱写 pǔxiě) compose (music etc.)",s,,pǔ
4392,1856,譜,pǔ,"table, chart, manual, music score, (Equivalent:  譜寫 pǔxiě) compose (music etc.)",t,,pǔ
4393,1857,莎,shā,(used in names),s,,shā
4394,1857,莎,shā,(used in names),t,,shā
4395,1858,娜,nuó,婀娜 ēnuó graceful (woman),s,,nuó
4396,1858,娜,nuó,婀娜 ēnuó graceful (woman),t,,nuó
4397,1859,阁,gé,"pavilion, cabinet",s,,gé
4398,1859,閣,gé,"pavilion, cabinet",t,,gé
4399,1860,庸,yōng,"usual, ordinary",s,,yōng
4400,1860,庸,yōng,"usual, ordinary",t,,yōng
4401,1861,鹏,péng,roc (a giant mythical bird),s,,péng
4402,1861,鵬,péng,roc (a giant mythical bird),t,,péng
4403,1862,覆,fù,(Equivalent:  覆盖 fùgài) cover,s,,fù
4404,1862,覆,fù,(Equivalent:  覆蓋 fùgài) cover,t,,fù
4405,1863,玲,líng,(玲珑) línglóng clever and nimble,s,,líng
4406,1863,玲,líng,(玲瓏) línglóng clever and nimble,t,,líng
4407,1863,玲珑,líng,línglóng clever and nimble,s,,línglóng
4408,1863,玲珑,líng,línglóng clever and nimble,t,,línglóng
4409,1864,侯,hóu,"marquis, <family name>",s,,hóu
4410,1864,侯,hóu,"marquis, <family name>",t,,hóu
4411,1865,抹,mā,"slip something off, 〈colloquial〉 wipe",s,,mā
4412,1865,抹,mā,"slip something off, 〈colloquial〉 wipe",t,,mā
4413,1865,抹,mǒ,"apply, smear, brush/wipe off, exclude, play (cards/etc.)",s,,mǒ
4414,1865,抹,mǒ,"apply, smear, brush/wipe off, exclude, play (cards/etc.)",t,,mǒ
4415,1865,抹,mò,"daub, plaster, skirt, bypass",s,,mò
4416,1865,抹,mò,"daub, plaster, skirt, bypass",t,,mò
4417,1866,卢,Lú,<family name>,s,,Lú
4418,1866,盧,Lú,<family name>,t,,Lú
4419,1866,觚卢,Lú, gūlú calabash,s,,gūlú
4420,1866,觚盧,Lú,觚盧 gūlú calabash,t,,gūlú
4421,1867,碍,ài,障碍 zhàng'ài get in the way,s,,ài
4422,1867,礙,ài,障礙 zhàng'ài get in the way,t,,ài
4423,1868,综,zōng,综合 zōnghé synthesize,s,,zōng
4424,1868,綜,zōng,綜合 zōnghé synthesize,t,,zōng
4425,1868,综,zèng,heddle,s,,zèng
4426,1868,綜,zèng,heddle,t,,zèng
4427,1869,丘,qiū,"mound, grave",s,,qiū
4428,1869,丘,qiū,"mound, grave",t,,qiū
4429,1870,晕,yūn,"faint, swoon",s,,yūn
4430,1870,暈,yūn,"faint, swoon",t,,yūn
4431,1870,晕,yùn,"dizzy, faint, halo",s,,yùn
4432,1870,暈,yùn,"dizzy, faint, halo",t,,yùn
4433,1871,拦,lán,block the way,s,,lán
4434,1871,攔,lán,block the way,t,,lán
4435,1872,燃,rán,(燃烧 ránshāo) burn,s,,rán
4436,1872,燃,rán,(燃燒 ránshāo) burn,t,,rán
4437,1873,昌,chāng,prosperous,s,,chāng
4438,1873,昌,chāng,prosperous,t,,chāng
4439,1874,吞,tūn,"swallow, gulp down, annex",s,,tūn
4440,1874,吞,tūn,"swallow, gulp down, annex",t,,tūn
4441,1875,嫌,xián,"suspicion, dislike",s,,xián
4442,1875,嫌,xián,"suspicion, dislike",t,,xián
4443,1876,狄,Dí,<family name>,s,,Dí
4444,1876,狄,Dí,<family name>,t,,Dí
4445,1877,押,yā,"pawn, detain",s,,yā
4446,1877,押,yā,"pawn, detain",t,,yā
4447,1878,舌,shé,(Equivalent:  舌头 shétou) tongue{Compare with 古 gǔ ancient},s,,shé
4448,1878,舌,shé,(Equivalent:  舌頭 shétou) tongue{Compare with 古 gǔ ancient},t,,shé
4449,1879,琳,lín,<archaic> beautiful jade,s,,lín
4450,1879,琳,lín,<archaic> beautiful jade,t,,lín
4451,1880,雾,wù,fog,s,,wù
4452,1880,霧,wù,fog,t,,wù
4453,1881,曼,màn,"prolonged, graceful",s,,màn
4454,1881,曼,màn,"prolonged, graceful",t,,màn
4455,1882,耻,chǐ,"(Equivalent:  耻辱 chǐrǔ) shame, humiliation",s,,chǐ
4456,1882,恥,chǐ,"(Equivalent:  恥辱 chǐrǔ) shame, humiliation",t,,chǐ
4457,1883,櫃,guì,(Equivalent:  櫃子 guìzi,t,,guì
4458,1883,柜,guì,(Traditional: 柜) (Equivalent:  柜子 guìzi) cabinet,s,,guì
4459,1884,摊,tān,"spread out, unfold, take a share in, vendor's stall",s,,tān
4460,1884,攤,tān,"spread out, unfold, take a share in, vendor's stall",t,,tān
4461,1885,削,xuē,剥削 bōxuē to exploit,s,,xuē
4462,1885,削,xuē,剝削 bōxuē to exploit,t,,xuē
4463,1886,戚,qī,亲戚 qīnqī relative,s,,qī
4464,1886,戚,qī,親戚 qīnqī relative,t,,qī
4465,1887,杆,gān,pole,s,,gān
4466,1887,桿,gān,pole,t,,gān
4467,1887,桿,gǎn,shaft,t,,gǎn
4468,1887,杆,gǎn,(Traditional: 杆) shaft,s,,gǎn
4469,1888,岩,yán,"rock, cliff",s,,yán
4470,1888,岩,yán,"rock, cliff",t,,yán
4471,1888,砂岩,yán, shāyán sandstone,s,,shāyán
4472,1888,砂岩,yán,砂岩 shāyán sandstone,t,,shāyán
4473,1888,熔岩,yán, róngyán melted rock = lava,s,,róngyán
4474,1888,熔岩,yán,熔岩 róngyán melted rock = lava,t,,róngyán
4475,1889,喂,wèi,"hey, hello, (Equivalent:  喂养 wèiyǎng) feed, raise",s,,wèi
4476,1889,喂,wèi,"hey, hello, (Equivalent:  喂養 wèiyǎng) feed, raise",t,,wèi
4477,1890,扔,rēng,"throw, toss",s,,rēng
4478,1890,扔,rēng,"throw, toss",t,,rēng
4479,1891,逝,shì,"逝世 shìshì pass away, die",s,,shì
4480,1891,逝,shì,"逝世 shìshì pass away, die",t,,shì
4481,1892,诞,dàn,诞生 dànshēng be born,s,,dàn
4482,1892,誕,dàn,誕生 dànshēng be born,t,,dàn
4483,1893,悬,xuán,"hang, unresolved, worry",s,,xuán
4484,1893,懸,xuán,"hang, unresolved, worry",t,,xuán
4485,1894,爽,shuǎng,"爽朗 shuǎnglǎng bright, clear, frank",s,,shuǎng
4486,1894,爽,shuǎng,"爽朗 shuǎnglǎng bright, clear, frank",t,,shuǎng
4487,1895,崔,cuī,<family name>,s,,cuī
4488,1895,崔,cuī,<family name>,t,,cuī
4489,1895,崔嵬,cuī," cuīwéi rocky mound, otwering",s,,cuīwéi
4490,1895,崔嵬,cuī,"崔嵬 cuīwéi rocky mound, otwering",t,,cuīwéi
4491,1895,崔巍,cuī," cuīwēi lofty, towering",s,,cuīwēi
4492,1895,崔巍,cuī,"崔巍 cuīwēi lofty, towering",t,,cuīwēi
4493,1896,廷,tíng,royal court,s,,tíng
4494,1896,廷,tíng,royal court,t,,tíng
4495,1897,凑,còu,"gather together, happen by chance",s,,còu
4496,1897,湊,còu,"gather together, happen by chance",t,,còu
4497,1898,痴,chī,idiotic,s,,chī
4498,1898,痴,chī,idiotic,t,,chī
4499,1899,盆,pén,"basin, tub, pot",s,,pén
4500,1899,盆,pén,"basin, tub, pot",t,,pén
4501,1900,御,yù,imperial,s,,yù
4502,1900,禦,yù,imperial,t,,yù
4503,1901,酷,kù,"(Equivalent:  残酷 cánkù) cruel, <slang> cool",s,,kù
4504,1901,酷,kù,"(Equivalent:  殘酷 cánkù) cruel, <slang> cool",t,,kù
4505,1902,艾,ài,Chinese mugwort,s,,ài
4506,1902,艾,ài,Chinese mugwort,t,,ài
4507,1903,唉,ài,<interjection indicating sentiment/sympathy/disappointment> oh!,s,,ài
4508,1903,唉,ài,<interjection indicating sentiment/sympathy/disappointment> oh!,t,,ài
4509,1903,唉,āi,yes?,s,,āi
4510,1903,唉,āi,yes?,t,,āi
4511,1904,姥,lǎo,姥姥 lǎolao <colloquial> maternal grandmother,s,,lǎo
4512,1904,姥,lǎo,姥姥 lǎolao <colloquial> maternal grandmother,t,,lǎo
4513,1904,姥,mǔ,<archaic> old lady,s,,mǔ
4514,1904,姥,mǔ,<archaic> old lady,t,,mǔ
4515,1905,笼,lóng,"(Equivalent:  笼子 lóngzi) cage, coop",s,,lóng
4516,1905,籠,lóng,"(Equivalent:  籠子 lóngzi) cage, coop",t,,lóng
4517,1906,颠,diān,"jolt, fall, summit",s,,diān
4518,1906,顛,diān,"jolt, fall, summit",t,,diān
4519,1907,姻,yīn,marriage,s,,yīn
4520,1907,姻,yīn,marriage,t,,yīn
4521,1908,携,xié,"(携带 xiédài) carry, take along",s,,xié
4522,1908,攜,xié,"(攜帶 xiédài) carry, take along",t,,xié
4523,1909,愧,kuì, ashamed or guilt,s,,kuì
4524,1909,愧,kuì, ashamed or guilt,t,,kuì
4525,1909,惭愧,kuì,cánkuì ashamed,s,,cánkuì
4526,1909,慚愧,kuì,cánkuì ashamed,t,,cánkuì
4527,1910,芬,fēn,fragrance,s,,fēn
4528,1910,芬,fēn,fragrance,t,,fēn
4529,1911,穆,mù,"静穆 jīngmù solemn and quiet, <family name>",s,,mù
4530,1911,穆,mù,"靜穆 jīngmù solemn and quiet, <family name>",t,,mù
4531,1912,扇,shàn,"a fan, slap, <classifier for doors etc.>",s,,shàn
4532,1912,扇,shàn,"a fan, slap, <classifier for doors etc.>",t,,shàn
4533,1912,扇,shān,"to fan, slap, incite",s,,shān
4534,1912,扇,shān,"to fan, slap, incite",t,,shān
4535,1913,郁,yù,<family name>,s,,yù
4536,1913,鬱,yù,<family name>,t,,yù
4537,1914,掷,zhì,"throw, cast",s,,zhì
4538,1914,擲,zhì,"throw, cast",t,,zhì
4539,1915,怔,zhēng,"terrified, panic-stricken",s,,zhēng
4540,1915,怔,zhēng,"terrified, panic-stricken",t,,zhēng
4541,1916,芯,xīn,rush pith,s,,xīn
4542,1916,芯,xīn,rush pith,t,,xīn
4543,1917,鼠,shǔ,"(Equivalent:  老鼠 lǎoshǔ) mouse, rat",s,,shǔ
4544,1917,鼠,shǔ,"(Equivalent:  老鼠 lǎoshǔ) mouse, rat",t,,shǔ
4545,1918,纠,jiū,纠正 jiūzhèng rectify,s,,jiū
4546,1918,糾,jiū,糾正 jiūzhèng rectify,t,,jiū
4547,1919,疆,jiāng,边疆 biānjiāng border region,s,,jiāng
4548,1919,疆,jiāng,邊疆 biānjiāng border region,t,,jiāng
4549,1920,曰,yuē,say{Compare with 日 rì sun},s,,yuē
4550,1920,曰,yuē,say{Compare with 日 rì sun},t,,yuē
4551,1921,傅,fù,师傅 shīfu master (term of respect),s,,fù
4552,1921,傅,fù,師傅 shīfu master (term of respect),t,,fù
4553,1922,袍,páo,"(Equivalent:  袍子 páozi) robe, gown",s,,páo
4554,1922,袍,páo,"(Equivalent:  袍子 páozi) robe, gown",t,,páo
4555,1923,唇,chún,(Equivalent:  嘴唇 zuǐchún) lip,s,,chún
4556,1923,唇,chún,(Equivalent:  嘴唇 zuǐchún) lip,t,,chún
4557,1923,唇膏,chún, chúngāo lipstick,s,,chúngāo
4558,1923,唇膏,chún,唇膏 chúngāo lipstick,t,,chúngāo
4559,1924,稣,sū,"revive, come to",s,,sū
4560,1924,穌,sū,"revive, come to",t,,sū
4561,1925,捧,pěng,"hold, carry in both hands",s,,pěng
4562,1925,捧,pěng,"hold, carry in both hands",t,,pěng
4563,1926,勾,gōu,"cross out, evoke, gang up with",s,,gōu
4564,1926,勾,gōu,"cross out, evoke, gang up with",t,,gōu
4565,1927,牧,mù,"herd, tend",s,,mù
4566,1927,牧,mù,"herd, tend",t,,mù
4567,1928,儒,rú,"Confucianism, scholar",s,,rú
4568,1928,儒,rú,"Confucianism, scholar",t,,rú
4569,1929,慨,kǎi,"慷慨 kāngkǎi generous, vehement",s,,kǎi
4570,1929,慨,kǎi,"慷慨 kāngkǎi generous, vehement",t,,kǎi
4571,1930,筋,jīn,"tendon, muscle, fiber",s,,jīn
4572,1930,筋,jīn,"tendon, muscle, fiber",t,,jīn
4573,1931,柱,zhù,"pillar, post, cylinder",s,,zhù
4574,1931,柱,zhù,"pillar, post, cylinder",t,,zhù
4575,1932,卑,bēi,"low, inferior, modest, humble",s,,bēi
4576,1932,卑,bēi,"low, inferior, modest, humble",t,,bēi
4577,1932,卑鄙,bēi," bēibǐ base, despicable, vulgar",s,,bēibǐ
4578,1932,卑鄙,bēi,"卑鄙 bēibǐ base, despicable, vulgar",t,,bēibǐ
4579,1933,咽,yàn,to swallow,s,,yàn
4580,1933,咽,yàn,to swallow,t,,yàn
4581,1933,咽,yān,pharynx,s,,yān
4582,1933,咽,yān,pharynx,t,,yān
4583,1933,呜咽,yè," wūyè sob, whimper",s,,wūyè
4584,1933,嗚咽,yè," wūyè sob, whimper",t,,wūyè
4585,1934,吨,dūn,"<loan> ton, 〈slang〉 one thousand yuan (RMB)",s,,dūn
4586,1934,噸,dūn,"<loan> ton, 〈slang〉 one thousand yuan (RMB)",t,,dūn
4587,1935,虫,chóng,"worm, insect",s,,chóng
4588,1935,蟲,chóng,"worm, insect",t,,chóng
4589,1936,绳,shéng,"(Equivalent:  绳子 shéngzi, =绳索 shéngsuǒ) rope, cord",s,,shéng
4590,1936,繩,shéng,"(Equivalent:  繩子 shéngzi, =繩索 shéngsuǒ) rope, cord",t,,shéng
4591,1937,厨,chú,厨房 chúfáng kitchen,s,,chú
4592,1937,廚,chú,廚房 chúfáng kitchen,t,,chú
4593,1938,冤,yuān,injustice,s,,yuān
4594,1938,冤,yuān,injustice,t,,yuān
4595,1938,冤枉,yuān," yuānwang do wrong, treat unjustly",s,,yuānwang
4596,1938,冤枉,yuān,"冤枉 yuānwang do wrong, treat unjustly",t,,yuānwang
4597,1939,涨,zhǎng,"rise, go up",s,,zhǎng
4598,1939,漲,zhǎng,"rise, go up",t,,zhǎng
4599,1939,涨,zhàng,swell,s,,zhàng
4600,1939,漲,zhàng,swell,t,,zhàng
4601,1940,皱,zhòu,to wrinkle,s,,zhòu
4602,1940,皺,zhòu,to wrinkle,t,,zhòu
4603,1941,疲,pí,"疲劳 píláo exhausted, fatigued",s,,pí
4604,1941,疲,pí,"疲勞 píláo exhausted, fatigued",t,,pí
4605,1942,赌,dǔ,"gamble, bet",s,,dǔ
4606,1942,賭,dǔ,"gamble, bet",t,,dǔ
4607,1943,饶,ráo,"rich, plentiful, have mercy, give extra",s,,ráo
4608,1943,饒,ráo,"rich, plentiful, have mercy, give extra",t,,ráo
4609,1944,矿,kuàng,(Equivalent:  矿石 kuàngshí) ore,s,,kuàng
4610,1944,礦,kuàng,(Equivalent:  礦石 kuàngshí) ore,t,,kuàng
4611,1945,畅,chàng,"smooth, free",s,,chàng
4612,1945,暢,chàng,"smooth, free",t,,chàng
4613,1946,煤,méi,coal,s,,méi
4614,1946,煤,méi,coal,t,,méi
4615,1947,腕,wàn,(Equivalent:  手腕 shǒuwàn) wrist,s,,wàn
4616,1947,腕,wàn,(Equivalent:  手腕 shǒuwàn) wrist,t,,wàn
4617,1948,喷,pēn,"spurt, spray",s,,pēn
4618,1948,噴,pēn,"spurt, spray",t,,pēn
4619,1948,打喷嚏,pēn, dǎ pēntì sneeze,s,,Dǎpēntì
4620,1948,打噴嚏,pēn,打噴嚏 dǎ pēntì sneeze,t,,Dǎpēntì
4621,1948,喷,pèn,"crop, in season, high season",s,,pèn
4622,1948,噴,pèn,"crop, in season, high season",t,,pèn
4623,1949,遣,qiǎn,"派遣 pàiqiǎn send, dispatch",s,,qiǎn
4624,1949,遣,qiǎn,"派遣 pàiqiǎn send, dispatch",t,,qiǎn
4625,1950,浩,hào,"浩荡 hàodàng vast, mighty",s,,hào
4626,1950,浩,hào,"浩蕩 hàodàng vast, mighty",t,,hào
4627,1951,翁,wēng,"old man, <family name>",s,,wēng
4628,1951,翁,wēng,"old man, <family name>",t,,wēng
4629,1952,咨,zī,"咨询 zīxún consult, seek advice from",s,,zī
4630,1952,咨,zī,"咨詢 zīxún consult, seek advice from",t,,zī
4631,1953,镖,biāo,dartlike weapon,s,,biāo
4632,1953,鏢,biāo,dartlike weapon,t,,biāo
4633,1954,屏,píng,屏幕 píngmù screen,s,,píng
4634,1954,屏,píng,屏幕 píngmù screen,t,,píng
4635,1955,仲,zhòng,"second, middle (of 3 months or brothers)",s,,zhòng
4636,1955,仲,zhòng,"second, middle (of 3 months or brothers)",t,,zhòng
4637,1956,嘻,xī,"exclamation of surprise, Alas!, My! (Equivalent:  嘻嘻 xīxī) sound of giggling",s,,xī
4638,1956,嘻,xī,"exclamation of surprise, Alas!, My! (Equivalent:  嘻嘻 xīxī) sound of giggling",t,,xī
4639,1957,吩,fēn,"吩咐 fēnfù tell, instruct",s,,fēn
4640,1957,吩,fēn,"吩咐 fēnfù tell, instruct",t,,fēn
4641,1958,棉,mián,cotton,s,,mián
4642,1958,棉,mián,cotton,t,,mián
4643,1959,孟,mèng,"eldest son, first month of season, <family name>",s,,mèng
4644,1959,孟,mèng,"eldest son, first month of season, <family name>",t,,mèng
4645,1960,撑,chēng,"prop up, support, keep up, fill to bursting",s,,chēng
4646,1960,撐,chēng,"prop up, support, keep up, fill to bursting",t,,chēng
4647,1961,炉,lú,"(Equivalent:  炉子 lúzi) stove, oven, furnace",s,,lú
4648,1961,爐,lú,"(Equivalent:  爐子 lúzi) stove, oven, furnace",t,,lú
4649,1962,泄,xiè,"leak, drain, divulge, release",s,,xiè
4650,1962,泄,xiè,"leak, drain, divulge, release",t,,xiè
4651,1962,泄沓,yì," yìtà garrulous and disorderly, easygoing",s,,yìtà
