,cat,word/character,pronunciation,definition,code,alt
8828,1962,泄沓,yì," yìtà garrulous and disorderly, easygoing",s,
8829,1962,泄沓,yì,"泄沓 yìtà garrulous and disorderly, easygoing",t,
8830,1963,葬,zàng,(Equivalent:  埋葬 máizàng) bury (the dead),s,
8831,1963,葬,zàng,(Equivalent:  埋葬 máizàng) bury (the dead),t,
8832,1963,葬礼,zàng, zànglǐ funeral,s,
8833,1963,葬禮,zàng,葬禮 zànglǐ funeral,t,
8834,1964,搜,sōu,search,s,
8835,1964,搜,sōu,search,t,
8836,1964,搜集,sōu, sōují collect,s,
8837,1964,搜集,sōu,搜集 sōují collect,t,
8838,1964,搜查,sōu, sōuchá search,s,
8839,1964,搜查,sōu,搜查 sōuchá search,t,
8840,1964,搜索,sōu, sōusuǒ look for,s,
8841,1964,搜索,sōu,搜索 sōusuǒ look for,t,
8842,1965,添,tiān,"add, increase",s,
8843,1965,添,tiān,"add, increase",t,
8844,1966,遵,zūn,obey,s,
8845,1966,遵,zūn,obey,t,
8846,1966,遵守,zūn, zūnshǒu comply with,s,
8847,1966,遵守,zūn,遵守 zūnshǒu comply with,t,
8848,1966,遵照,zūn," zūnzhào obey, conform to",s,
8849,1966,遵照,zūn,"遵照 zūnzhào obey, conform to",t,
8850,1967,迪,dí,"<archaic> enlighten, guide",s,
8851,1967,迪,dí,"<archaic> enlighten, guide",t,
8852,1968,伪,wěi,"false, fake",s,
8853,1968,偽,wěi,"false, fake",t,
8854,1968,虚伪,wěi," xūwěi false, hypocritical",s,
8855,1968,虛偽,wěi,"虛偽 xūwěi false, hypocritical",t,
8856,1968,伪币,wěi, wěibì counterfeit money,s,
8857,1968,偽幣,wěi,偽幣 wěibì counterfeit money,t,
8858,1969,兆,zhào,"omen, million, mega",s,
8859,1969,兆,zhào,"omen, million, mega",t,
8860,1970,欠,qiàn,"owe, lack, lean forward",s,
8861,1970,欠,qiàn,"owe, lack, lean forward",t,
8862,1970,哈欠,qiàn, hāqiàn yawn,s,
8863,1970,哈欠,qiàn,哈欠 hāqiàn yawn,t,
8864,1971,谅,liàng,(Equivalent:  原谅 yuánliàng) forgive,s,
8865,1971,諒,liàng,(Equivalent:  原諒 yuánliàng) forgive,t,
8866,1972,炎,yán,"(Equivalent:  炎热 yánrè) burning hot, (Equivalent:  发炎 fāyán) inflammation",s,
8867,1972,炎,yán,"(Equivalent:  炎熱 yánrè) burning hot, (Equivalent:  發炎 fāyán) inflammation",t,
8868,1973,氛,fēn,气氛 qìfēn atmosphere,s,
8869,1973,氛,fēn,氣氛 qìfēn atmosphere,t,
8870,1974,杖,zhàng,"cane, caning, flogging, (Equivalent:  手杖 shǒuzhàng) staff, walking stick",s,
8871,1974,杖,zhàng,"cane, caning, flogging, (Equivalent:  手杖 shǒuzhàng) staff, walking stick",t,
8872,1975,瞎,xiā,"become blind, pointlessly",s,
8873,1975,瞎,xiā,"become blind, pointlessly",t,
8874,1975,瞎子,xiā, xiāzi blind person,s,
8875,1975,瞎子,xiā,瞎子 xiāzi blind person,t,
8876,1976,钓,diào,(Equivalent:  钓鱼 diàoyú) to fish,s,
8877,1976,釣,diào,(Equivalent:  釣魚 diàoyú) to fish,t,
8878,1976,钓钩,diào, diàogōu fishing hook,s,
8879,1976,釣鉤,diào, diàogōu fishing hook,t,
8880,1977,肠,cháng,intestine,s,
8881,1977,腸,cháng,intestine,t,
8882,1978,披,pī,"drape over one's shoulders, open",s,
8883,1978,披,pī,"drape over one's shoulders, open",t,
8884,1979,剥,bāo,"shell, peel",s,
8885,1979,剝,bāo,"shell, peel",t,
8886,1979,剥削,bō, bōxuē exploitation,s,
8887,1979,剝削,bō, bōxuē exploitation,t,
8888,1980,誓,shì,(Equivalent:  发誓 fāshì) swear,s,
8889,1980,誓,shì,(Equivalent:  發誓 fāshì) swear,t,
8890,1980,誓言,shì, shìyán oath,s,
8891,1980,誓言,shì,誓言 shìyán oath,t,
8892,1981,赚,zhuàn,"gain, profit",s,
8893,1981,賺,zhuàn,"gain, profit",t,
8894,1981,赚,zuàn,cheat,s,
8895,1981,賺,zuàn,cheat,t,
8896,1982,役,yì,"labor, required service, (Equivalent:  战役 zhànyì) battle",s,
8897,1982,役,yì,"labor, required service, (Equivalent:  戰役 zhànyì) battle",t,
8898,1982,兵役,yì, bīngyì military service,s,
8899,1982,兵役,yì,兵役 bīngyì military service,t,
8900,1982,奴役,yì, núyì enslave,s,
8901,1982,奴役,yì,奴役 núyì enslave,t,
8902,1983,泡,pào,"soak, bubble",s,
8903,1983,泡,pào,"soak, bubble",t,
8904,1983,泡菜,pào, pàocài pickle,s,
8905,1983,泡菜,pào,泡菜 pàocài pickle,t,
8906,1983,泡沫,pào, pàomò foam,s,
8907,1983,泡沫,pào,泡沫 pàomò foam,t,
8908,1983,泡,pāo,spongy,s,
8909,1983,泡,pāo,spongy,t,
8910,1984,逆,nì,"go against, disobey, be contrary to",s,
8911,1984,逆,nì,"go against, disobey, be contrary to",t,
8912,1984,汉英逆引词典,nì, Hanyǔ nì yǐn cídiǎn Reverse Chinese-English dictionary,s,
8913,1984,漢英逆引詞典,nì,漢英逆引詞典 Hanyǔ nì yǐn cídiǎn Reverse Chinese-English dictionary,t,
8914,1985,矮,ǎi,"short (not tall), low",s,
8915,1985,矮,ǎi,"short (not tall), low",t,
8916,1985,矮子,ǎi, ǎizi dwarf,s,
8917,1985,矮子,ǎi,矮子 ǎizi dwarf,t,
8918,1986,吊,diào,"hang, lift up, let down with rope, crane, mourn, revoke",s,
8919,1986,吊,diào,"hang, lift up, let down with rope, crane, mourn, revoke",t,
8920,1987,填,tián,"fill, stuff, fill in (form)",s,
8921,1987,填,tián,"fill, stuff, fill in (form)",t,
8922,1988,嘉,jiā,"good, fine, praise",s,
8923,1988,嘉,jiā,"good, fine, praise",t,
8924,1989,烛,zhú,蜡烛 làzhú candle,s,
8925,1989,燭,zhú,蠟燭 làzhú candle,t,
8926,1990,厦,shà,"大厦 dàshà tall building, mansion",s,
8927,1990,廈,shà,"大廈 dàshà tall building, mansion",t,
8928,1990,厦门,Xià, Xiàmén Amoy,s,
8929,1990,廈門,Xià,廈門 Xiàmén Amoy,t,
8930,1991,夕,xī,"evening, sunset",s,
8931,1991,夕,xī,"evening, sunset",t,
8932,1991,夕阳,xī, xīyáng the setting sun,s,
8933,1991,夕陽,xī,夕陽 xīyáng the setting sun,t,
8934,1992,衰,shuāi,"衰弱 shuāiruò weak, feeble",s,
8935,1992,衰,shuāi,"衰弱 shuāiruò weak, feeble",t,
8936,1992,衰老,shuāi, shuāilǎo decrepit,s,
8937,1992,衰老,shuāi,衰老 shuāilǎo decrepit,t,
8938,1992,衰退,shuāi," shuāituì fail, decline",s,
8939,1992,衰退,shuāi,"衰退 shuāituì fail, decline",t,
8940,1992,等衰,cuī," děngcuī rank, grade",s,
8941,1992,等衰,cuī,"等衰 děngcuī rank, grade",t,
8942,1993,液,yè,"fluid, (Equivalent:  液体 yètǐ) liquid",s,
8943,1993,液,yè,"fluid, (Equivalent:  液體 yètǐ) liquid",t,
8944,1994,薛,Xuē,<family name>,s,
8945,1994,薛,Xuē,<family name>,t,
8946,1995,仆,pū,fall forward,s,
8947,1995,僕,pū,fall forward,t,
8948,1995,颠仆,pū," diānpū fall (down), fall into disgrace",s,
8949,1995,顛僕,pū,"顛僕 diānpū fall (down), fall into disgrace",t,
8950,1995,僕,pú,僕人 púrén servant,t,
8951,1995,仆人,pú, púrén servant,s,
8952,1995,僕人,pú, 僕人 púrén servant,t,
8953,1996,迈,mài,"step, stride, old",s,
8954,1996,邁,mài,"step, stride, old",t,
8955,1997,齿,chǐ,(Equivalent:  牙齿 yáchǐ) tooth,s,
8956,1997,齒,chǐ,(Equivalent:  牙齒 yáchǐ) tooth,t,
8957,1998,谨,jǐn,"(Equivalent:  谨慎 jǐnshèn) cautious, sincerely",s,
8958,1998,謹,jǐn,"(Equivalent:  謹慎 jǐnshèn) cautious, sincerely",t,
8959,1999,呈,chéng,to present,s,
8960,1999,呈,chéng,to present,t,
8961,1999,呈现,chéng, chéngxiàn appear,s,
8962,1999,呈現,chéng,呈現 chéngxiàn appear,t,
8963,1999,呈报,chéng, chéngbào submit a report,s,
8964,1999,呈報,chéng,呈報 chéngbào submit a report,t,
8965,2000,昂,áng,"(Equivalent:  昂首 ángshǒu) hold one's head high, high, soaring",s,
8966,2000,昂,áng,"(Equivalent:  昂首 ángshǒu) hold one's head high, high, soaring",t,
8967,2001,抄,chāo,copy search and confiscate,s,
8968,2001,抄,chāo,copy search and confiscate,t,
8969,2001,抄写,chāo, chāoxiě transcribe,s,
8970,2001,抄寫,chāo,抄寫 chāoxiě transcribe,t,
8971,2002,弥,mí,弥漫 mímiàn fill the air,s,
8972,2002,彌,mí,彌漫 mímiàn fill the air,t,
8973,2002,弥补,mí," míbǔ make up for, remedy",s,
8974,2002,彌補,mí,"彌補 míbǔ make up for, remedy",t,
8975,2003,渴,kě,(Equivalent:  口渴 kǒukě) thirsty,s,
8976,2003,渴,kě,(Equivalent:  口渴 kǒukě) thirsty,t,
8977,2003,渴望,kě," kěwàng thirst for, long for",s,
8978,2003,渴望,kě,"渴望 kěwàng thirst for, long for",t,
8979,2004,梯,tī,"(Equivalent:  梯子 tīzi) ladder, (Equivalent:  楼梯 lóutī) stairs",s,
8980,2004,梯,tī,"(Equivalent:  梯子 tīzi) ladder, (Equivalent:  樓梯 lóutī) stairs",t,
8981,2005,疏,shū,"sparse, scanty",s,
8982,2005,疏,shū,"sparse, scanty",t,
8983,2005,疏忽,shū, shūhu carelessness,s,
8984,2005,疏忽,shū,疏忽 shūhu carelessness,t,
8985,2006,耗,hào,"(Equivalent:  消耗 xiāohào, =耗费 hàofèi) consume",s,
8986,2006,耗,hào,"(Equivalent:  消耗 xiāohào, =耗費 hàofèi) consume",t,
8987,2006,耗子,hào," hàozi mouse, rat",s,
8988,2006,耗子,hào,"耗子 hàozi mouse, rat",t,
8989,2007,瞪,dèng,"open (one's eyes) wide, stare, glare",s,
8990,2007,瞪,dèng,"open (one's eyes) wide, stare, glare",t,
8991,2007,瞪眼,dèng," dèngyǎn stare, stare down",s,
8992,2007,瞪眼,dèng,"瞪眼 dèngyǎn stare, stare down",t,
8993,2008,斥,chì,排斥 páichì reject,s,
8994,2008,斥,chì,排斥 páichì reject,t,
8995,2008,驳斥,"chì,bóchì refute, denounce, reject, 斥责",s,,
8996,2008,駁斥,"chì,bóchì refute, denounce, reject, 斥責",t,,
8997,2009,夸,kuā,brag,s,
8998,2009,誇,kuā,brag,t,
8999,2009,夸大,kuā, kuādà exaggerate,s,
9000,2009,誇大,kuā,誇大 kuādà exaggerate,t,
9001,2010,蒂,dì,stem of a fruid,s,
9002,2010,蒂,dì,stem of a fruid,t,
9003,2010,烟蒂,dì, yāndì cigarette butt,s,
9004,2010,煙蒂,dì,煙蒂 yāndì cigarette butt,t,
9005,2010,阴蒂,dì, yīndì clitoris,s,
9006,2010,陰蒂,dì,陰蒂 yīndì clitoris,t,
9007,2011,剪,jiǎn,(Equivalent:  剪刀 jiǎndāo) scissors,s,
9008,2011,剪,jiǎn,(Equivalent:  剪刀 jiǎndāo) scissors,t,
9009,2012,娶,qǔ,"marry (a woman), take a wife, get married",s,
9010,2012,娶,qǔ,"marry (a woman), take a wife, get married",t,
9011,2013,痕,hén,"痕迹 hénjì mark, trace, vestige",s,
9012,2013,痕,hén,"痕跡 hénjì mark, trace, vestige",t,
9013,2013,伤痕,hén, shānghén scar,s,
9014,2013,傷痕,hén,傷痕 shānghén scar,t,
9015,2014,弗,fú,<archaic> not,s,
9016,2014,弗,fú,<archaic> not,t,
9017,2015,姚,Yáo,<family name>,s,
9018,2015,姚,Yáo,<family name>,t,
9019,2016,债,zhài,debt,s,
9020,2016,債,zhài,debt,t,
9021,2017,妥,tuǒ,"appropriate, ready",s,
9022,2017,妥,tuǒ,"appropriate, ready",t,
9023,2018,璃,lí,玻璃 bōli glass,s,
9024,2018,璃,lí,玻璃 bōli glass,t,
9025,2018,琉璃,lí, liúlí coloured glaze,s,
9026,2018,琉璃,lí,琉璃 liúlí coloured glaze,t,
9027,2019,掏,tāo,"pull out, fish out (from pocket, etc.), dig",s,
9028,2019,掏,tāo,"pull out, fish out (from pocket, etc.), dig",t,
9029,2020,刹,shā,"(Equivalent:  刹车) brake, stop",s,
9030,2020,剎,shā,"(Equivalent:  剎車) brake, stop",t,
9031,2020,刹那,chà," chànà instant, split second",s,
9032,2020,剎那,chà," chànà instant, split second",t,
9033,2021,晶,jīng,bright,s,
9034,2021,晶,jīng,bright,t,
9035,2021,水晶,jīng, shuǐjīng (rock) crystal,s,
9036,2021,水晶,jīng,水晶 shuǐjīng (rock) crystal,t,
9037,2021,晶体管,jīng, jīngtǐguǎn transistor,s,
9038,2021,晶體管,jīng,晶體管 jīngtǐguǎn transistor,t,
9039,2021,晶营,jīng, jīngyíng sparkling,s,
9040,2021,晶營,jīng,晶營 jīngyíng sparkling,t,
9041,2022,衷,zhōng,"inner feelings, middle",s,
9042,2022,衷,zhōng,"inner feelings, middle",t,
9043,2022,衷心,zhōng, zhōngxīn wholehearted,s,
9044,2022,衷心,zhōng,衷心 zhōngxīn wholehearted,t,
9045,2022,无动于衷,zhōng," wú dòng yú zhōng indifferent, unconcerned",s,
9046,2022,無動於衷,zhōng,"無動於衷 wú dòng yú zhōng indifferent, unconcerned",t,
9047,2023,肤,fū,(Equivalent:  皮肤 pífu) skin,s,
9048,2023,膚,fū,(Equivalent:  皮膚 pífu) skin,t,
9049,2023,肤色,fū, fūsè color of skin,s,
9050,2023,膚色,fū,膚色 fūsè color of skin,t,
9051,2024,鹿,lù,deer,s,
9052,2024,鹿,lù,deer,t,
9053,2025,拓,tà,make rubbings from stone/bronze,s,
9054,2025,拓,tà,make rubbings from stone/bronze,t,
9055,2025,拓,tuò,"open up, develop",s,
9056,2025,拓,tuò,"open up, develop",t,
9057,2026,卓,zhuó,"tall, <family name>, (Equivalent:  卓越 zhuóyuè) outstanding",s,
9058,2026,卓,zhuó,"tall, <family name>, (Equivalent:  卓越 zhuóyuè) outstanding",t,
9059,2027,症,zhèng,disease,s,
9060,2027,癥,zhèng,disease,t,
9061,2027,健忘症,zhèng, jiànwàngzhèng amnesia,s,
9062,2027,健忘癥,zhèng,健忘癥 jiànwàngzhèng amnesia,t,
9063,2027,症结,zhēng," zhēngjié crucial reason, obstruction of the bowels",s,
9064,2027,癥結,zhēng,"癥結 zhēngjié crucial reason, obstruction of the bowels",t,
9065,2028,糖,táng,"sugar, (Equivalent:  糖果 tángguǒ) candy",s,
9066,2028,糖,táng,"sugar, (Equivalent:  糖果 tángguǒ) candy",t,
9067,2028,糖醋,táng, tángcù sweet and sour,s,
9068,2028,糖醋,táng,糖醋 tángcù sweet and sour,t,
9069,2029,钦,qīn,"by the emperor himself, respect, (Equivalent:  钦佩 qīnpèi) admire",s,
9070,2029,欽,qīn,"by the emperor himself, respect, (Equivalent:  欽佩 qīnpèi) admire",t,
9071,2029,钦差,qīn, qīnchāi imperial envoy,s,
9072,2029,欽差,qīn,欽差 qīnchāi imperial envoy,t,
9073,2030,绵,mián,连绵 unbroken,s,
9074,2030,綿,mián,連綿 unbroken,t,
9075,2030,海绵,mián, sponge,s,
9076,2030,海綿,mián,海綿 sponge,t,
9077,2030,软绵绵,miān, soft,s,
9078,2030,軟綿綿,miān,軟綿綿 soft,t,
9079,2031,哩,lī,<used as for sound value>,s,
9080,2031,哩,lī,<used as for sound value>,t,
9081,2031,英里,lǐ, Yīnglǐ) Britittish mile,s,
9082,2031,英裏,lǐ,(Equivalent:  英裏 Yīnglǐ) Britittish mile,t,
9083,2032,诱,yòu,"guide, lead, lure",s,
9084,2032,誘,yòu,"guide, lead, lure",t,
9085,2033,枯,kū,"withered, dried up, dull",s,
9086,2033,枯,kū,"withered, dried up, dull",t,
9087,2034,歇,xiē,have a rest,s,
9088,2034,歇,xiē,have a rest,t,
9089,2034,间歇,xiē, jiànxiē intermission,s,
9090,2034,間歇,xiē,間歇 jiànxiē intermission,t,
9091,2035,塑,sù,"model, mould",s,
9092,2035,塑,sù,"model, mould",t,
9093,2035,塑料,sù, sùliào plastic,s,
9094,2035,塑料,sù,塑料 sùliào plastic,t,
9095,2035,塑像,sù, sùxiàng statue,s,
9096,2035,塑像,sù,塑像 sùxiàng statue,t,
9097,2036,妨,fáng,"(Equivalent:  妨碍 fáng'ài) hinder, impede, harm",s,
9098,2036,妨,fáng,"(Equivalent:  妨礙 fáng'ài) hinder, impede, harm",t,
9099,2036,不妨,fáng," bùfáng might as well, no harm in...",s,
9100,2036,不妨,fáng,"不妨 bùfáng might as well, no harm in...",t,
9101,2037,豫,yù,short name for Henan,s,
9102,2037,豫,yù,short name for Henan,t,
9103,2037,犹豫,yù, yóuyù hesitate,s,
9104,2037,猶豫,yù,猶豫 yóuyù hesitate,t,
9105,2038,抑,yì,"press down, restrain",s,
9106,2038,抑,yì,"press down, restrain",t,
9107,2038,抑制,yì," yìzhì restrain, inhibition",s,
9108,2038,抑製,yì,"抑製 yìzhì restrain, inhibition",t,
9109,2039,珊,shān,珊瑚 shānhú coral,s,
9110,2039,珊,shān,珊瑚 shānhú coral,t,
9111,2039,珊瑚礁,shān, shānhújiāo coral reef,s,
9112,2039,珊瑚礁,shān,珊瑚礁 shānhújiāo coral reef,t,
9113,2040,棍,gùn,"(棍子) rod, stick",s,
9114,2040,棍,gùn,"(棍子) rod, stick",t,
9115,2040,拐棍,gùn, guǎigùn walking stick,s,
9116,2040,拐棍,gùn,拐棍 guǎigùn walking stick,t,
9117,2041,晋,jìn,"enter, advance, promote, a dynasty (265-420), <family name>, short name for Shanxi province",s,
9118,2041,晉,jìn,"enter, advance, promote, a dynasty (265-420), <family name>, short name for Shanxi province",t,
9119,2042,淋,lín,"pour, drench",s,
9120,2042,淋,lín,"pour, drench",t,
9121,2042,冰淇淋,lín, bīngqilín ice cream,s,
9122,2042,冰淇淋,lín,冰淇淋 bīngqilín ice cream,t,
9123,2042,淋,lìn,"strain, filter",s,
9124,2042,淋,lìn,"strain, filter",t,
9125,2042,湿淋淋,līn, shīlīnlīn drenched,s,
9126,2042,濕淋淋,līn,濕淋淋 shīlīnlīn drenched,t,
9127,2043,悦,yuè,"(Equivalent:  喜悦 xǐyuè) happy, joyful, delighted",s,
9128,2043,悅,yuè,"(Equivalent:  喜悅 xǐyuè) happy, joyful, delighted",t,
9129,2044,敦,dūn,"敦厚 dūnhòu honest, sincere",s,
9130,2044,敦,dūn,"敦厚 dūnhòu honest, sincere",t,
9131,2044,敦煌,dūn, Dūnhuáng (in Gansu),s,
9132,2044,敦煌,dūn,敦煌 Dūnhuáng (in Gansu),t,
9133,2044,敦,duì,ancient vessel,s,
9134,2044,敦,duì,ancient vessel,t,
9135,2045,艳,yàn,"beauteous, amorous, (Equivalent:  艳丽 yànlì) gorgeous, respendent",s,
9136,2045,艷,yàn,"beauteous, amorous, (Equivalent:  艷麗 yànlì) gorgeous, respendent",t,
9137,2045,鲜艳,yàn, xiānyàn bright (color),s,
9138,2045,鮮艷,yàn,鮮艷 xiānyàn bright (color),t,
9139,2046,玻,bō,玻璃 bōli glass,s,
9140,2046,玻,bō,玻璃 bōli glass,t,
9141,2047,砸,zá,"strike, smash, break",s,
9142,2047,砸,zá,"strike, smash, break",t,
9143,2048,嚷,rǎng,"shout, yell",s,
9144,2048,嚷,rǎng,"shout, yell",t,
9145,2048,嚷嚷,rāng, rāngrang shout,s,
9146,2048,嚷嚷,rāng,嚷嚷 rāngrang shout,t,
9147,2049,盲,máng,"(Equivalent:  盲目 mángmù) blind, unable to distinguish",s,
9148,2049,盲,máng,"(Equivalent:  盲目 mángmù) blind, unable to distinguish",t,
9149,2049,盲动,máng, mángdòng act blindly,s,
9150,2049,盲動,máng,盲動 mángdòng act blindly,t,
9151,2050,辨,biàn,"distinguish, differentiate",s,
9152,2050,辨,biàn,"distinguish, differentiate",t,
9153,2051,葛,gé,"kudzu vine, grass-cloth",s,
9154,2051,葛,gé,"kudzu vine, grass-cloth",t,
9155,2051,葛,Gě,<family name>,s,
9156,2051,葛,Gě,<family name>,t,
9157,2052,罕,hǎn,"rarely, seldom",s,
9158,2052,罕,hǎn,"rarely, seldom",t,
9159,2052,希罕,han," xīhan rare, cherish",s,
9160,2052,希罕,han,"希罕 xīhan rare, cherish",t,
9161,2053,矩,jǔ,(carpenter's square),s,
9162,2053,矩,jǔ,(carpenter's square),t,
9163,2053,矩阵,jǔ, jǔzhèn matrix,s,
9164,2053,矩陣,jǔ,矩陣 jǔzhèn matrix,t,
9165,2054,泳,yǒng,游泳 yóuyǒng swim,s,
9166,2054,泳,yǒng,游泳 yóuyǒng swim,t,
9167,2055,宅,zhái,"residence, house",s,
9168,2055,宅,zhái,"residence, house",t,
9169,2056,贷,dài,"borrow, (Equivalent:  贷款 dàikuǎn) lend, loan",s,
9170,2056,貸,dài,"borrow, (Equivalent:  貸款 dàikuǎn) lend, loan",t,
9171,2057,膀,bǎng,"upper arm, (Equivalent:  肩膀 jiānbǎng) shoulder",s,
9172,2057,膀,bǎng,"upper arm, (Equivalent:  肩膀 jiānbǎng) shoulder",t,
9173,2057,翅膀,bǎng, chìbǎng wing,s,
9174,2057,翅膀,bǎng,翅膀 chìbǎng wing,t,
9175,2057,膀,pāng,swell,s,
9176,2057,膀,pāng,swell,t,
9177,2057,膀胱,páng, pángguāng urinary bladder,s,
9178,2057,膀胱,páng,膀胱 pángguāng urinary bladder,t,
9179,2058,捏,niē,"hold between the fingers, knead, fabricate",s,
9180,2058,捏,niē,"hold between the fingers, knead, fabricate",t,
9181,2059,颈,jǐng,(Equivalent:  颈项 jǐngxiàng) neck,s,
9182,2059,頸,jǐng,(Equivalent:  頸項 jǐngxiàng) neck,t,
9183,2059,脖颈儿,gěng, bógěngr nape,s,
9184,2059,脖頸兒,gěng,脖頸兒 bógěngr nape,t,
9185,2060,践,jiàn,实践 put into practice,s,
9186,2060,踐,jiàn,實踐 put into practice,t,
9187,2060,践踏,jiàn, trample,s,
9188,2060,踐踏,jiàn,踐踏 trample,t,
9189,2061,脖,bó,(Equivalent:  脖子 bózi) neck,s,
9190,2061,脖,bó,(Equivalent:  脖子 bózi) neck,t,
9191,2062,贾,gǔ,merchant,s,
9192,2062,賈,gǔ,merchant,t,
9193,2062,贾,Jiǎ,<family name>,s,
9194,2062,賈,Jiǎ,<family name>,t,
9195,2063,轿,jiào,sedan chair,s,
9196,2063,轎,jiào,sedan chair,t,
9197,2063,轿车,jiào, jiàochē car,s,
9198,2063,轎車,jiào,轎車 jiàochē car,t,
9199,2064,脾,pí,spleen,s,
9200,2064,脾,pí,spleen,t,
9201,2064,脾气,pí, píqi (bad-) temper,s,
9202,2064,脾氣,pí,脾氣 píqi (bad-) temper,t,
9203,2065,堡,bǎo,"(Equivalent:  堡垒 bǎolěi), fort, fortress",s,
9204,2065,堡,bǎo,"(Equivalent:  堡壘 bǎolěi), fort, fortress",t,
9205,2065,城堡,bǎo, chéngbǎo castle,s,
9206,2065,城堡,bǎo,城堡 chéngbǎo castle,t,
9207,2065,堡子,bǔ, bǔzi) walled town/village (used mostly in place names),s,
9208,2065,堡子,bǔ,(Equivalent:  堡子 bǔzi) walled town/village (used mostly in place names),t,
9209,2065,堡,pù,walled town/village (used mostly in place names),s,
9210,2065,堡,pù,walled town/village (used mostly in place names),t,
9211,2066,娇,jiāo,"graceful, delicate",s,
9212,2066,嬌,jiāo,"graceful, delicate",t,
9213,2066,娇嫩,jiāo, jiāonèn tender and lovely,s,
9214,2066,嬌嫩,jiāo,嬌嫩 jiāonèn tender and lovely,t,
9215,2067,浙,Zhè,浙江省 Zhèjiāngshěng Zhejiang Province,s,
9216,2067,浙,Zhè,浙江省 Zhèjiāngshěng Zhejiang Province,t,
9217,2068,劣,liè,"bad, inferior, minor",s,
9218,2068,劣,liè,"bad, inferior, minor",t,
9219,2069,潇,xiāo,deep and clear water,s,
9220,2069,瀟,xiāo,deep and clear water,t,
9221,2069,潇洒,xiāo, xiāosǎ natural & unrestrained,s,
9222,2069,瀟灑,xiāo, xiāosǎ natural & unrestrained,t,
9223,2070,赐,cì,"give, grant, gift (from superior to inferior)",s,
9224,2070,賜,cì,"give, grant, gift (from superior to inferior)",t,
9225,2071,陀,tuó,陀螺 tuóluó top (spiraling toy),s,
9226,2071,陀,tuó,陀螺 tuóluó top (spiraling toy),t,
9227,2071,陀螺仪,tuó, tuóluóyí gyroscope,s,
9228,2071,陀螺儀,tuó,陀螺儀 tuóluóyí gyroscope,t,
9229,2072,蓄,xù,"store, save, grow",s,
9230,2072,蓄,xù,"store, save, grow",t,
9231,2072,积蓄,xù, jīxù save,s,
9232,2072,積蓄,xù,積蓄 jīxù save,t,
9233,2072,储蓄,xù, chǔxù deposit,s,
9234,2072,儲蓄,xù,儲蓄 chǔxù deposit,t,
9235,2073,坟,fén,"grave, tomb",s,
9236,2073,墳,fén,"grave, tomb",t,
9237,2074,颂,sòng,"praise, song, ode",s,
9238,2074,頌,sòng,"praise, song, ode",t,
9239,2074,歌颂,sòng, gēsòng sing the praises of,s,
9240,2074,歌頌,sòng,歌頌 gēsòng sing the praises of,t,
9241,2075,漏,lòu,(Equivalent:  漏水 lòushuǐ) leak out,s,
9242,2075,漏,lòu,(Equivalent:  漏水 lòushuǐ) leak out,t,
9243,2076,杭,Háng,杭州 Hángzhōu,s,
9244,2076,杭,Háng,杭州 Hángzhōu,t,
9245,2077,茅,máo,"straw, thatch",s,
9246,2077,茅,máo,"straw, thatch",t,
9247,2077,茅草,máo, máocǎo) grass for thatching,s,
9248,2077,茅草,máo,(茅草 máocǎo) grass for thatching,t,
9249,2077,白茅,máo, báimáo edible wild grass,s,
9250,2077,白茅,máo,白茅 báimáo edible wild grass,t,
9251,2078,砖,zhuān,brick,s,
9252,2078,磚,zhuān,brick,t,
9253,2079,瞬,shùn,wink,s,
9254,2079,瞬,shùn,wink,t,
9255,2079,瞬间,shùn," shùnjiān a moment, in the twinkling of an eye",s,
9256,2079,瞬間,shùn,"瞬間 shùnjiān a moment, in the twinkling of an eye",t,
9257,2080,鹤,hè,crane (emblem of longevity),s,
9258,2080,鶴,hè,crane (emblem of longevity),t,
9259,2081,辟,bì,monarch,s,
9260,2081,辟,bì,monarch,t,
9261,2081,复辟,bì, fùbì restore a dethored monarch or old order,s,
9262,2081,復辟,bì,復辟 fùbì restore a dethored monarch or old order,t,
9263,2081,开辟,pì," kāipì open up, start",s,
9264,2081,開辟,pì,"開辟 kāipì open up, start",t,
9265,2082,渔,yú,to fish,s,
9266,2082,漁,yú,to fish,t,
9267,2082,渔民,yú, yúmín fisherfolk,s,
9268,2082,漁民,yú,漁民 yúmín fisherfolk,t,
9269,2082,渔业,yú, yúyè fishery,s,
9270,2082,漁業,yú,漁業 yúyè fishery,t,
9271,2083,乖,guāi,"clever, (Equivalent:  乖乖 guāiguāi) obedient, well-behaved",s,
9272,2083,乖,guāi,"clever, (Equivalent:  乖乖 guāiguāi) obedient, well-behaved",t,
9273,2084,霸,bà,"overlord, tyrant, dominate",s,
9274,2084,霸,bà,"overlord, tyrant, dominate",t,
9275,2084,霸占,bà, bàzhàn sieze,s,
9276,2084,霸占,bà,霸占 bàzhàn sieze,t,
9277,2085,襄,xiāng,"(Equivalent:  襄助 xiāngzhù) assist, help",s,
9278,2085,襄,xiāng,"(Equivalent:  襄助 xiāngzhù) assist, help",t,
9279,2086,炒,chǎo,"stir fry, saute",s,
9280,2086,炒,chǎo,"stir fry, saute",t,
9281,2086,炒饭,chǎo, chǎofàn fried rice,s,
9282,2086,炒飯,chǎo,炒飯 chǎofàn fried rice,t,
